id,text,parent,isLeaf,aggrlevel
"711","711 - Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption","71","0","3",
"712","712 - Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation","71","0","3",
"713","713 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption","71","0","3",
"721","721 - Health, pharmaceuticals, education, cultural, sport|Services|Intermediate Consumption","72","0","3",
"723","723 - Health, pharmaceuticals, education, cultural, sport|Services|Final Consumption","72","1","3",
"811","811 - Government, military and other|Goods|Intermediate Consumption","81","0","3",
"812","812 - Government, military and other|Goods|Gross Fixed Capital Formation","81","0","3",
"813","813 - Government, military and other|Goods|Final Consumption","81","0","3",
"821","821 - Government, military and other|Services|Intermediate Consumption","82","0","3",
"823","823 - Government, military and other|Services|Final Consumption","82","1","3",
"1111","1111 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Primary","111","1","4",
"1112","1112 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed","111","0","4",
"1131","1131 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary","113","0","4",
"1132","1132 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Processed","113","0","4",
"2111","2111 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Intermediate Consumption|Primary","211","1","4",
"2112","2112 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Intermediate Consumption|Processed","211","0","4",
"2131","2131 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Primary","213","0","4",
"2132","2132 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Processed","213","0","4",
"3111","3111 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Primary","311","1","4",
"3112","3112 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed","311","0","4",
"3131","3131 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Primary","313","0","4",
"3132","3132 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Processed","313","0","4",
"4111","4111 - Textile, apparel, shoes |Goods|Intermediate Consumption|Primary","411","1","4",
"4112","4112 - Textile, apparel, shoes |Goods|Intermediate Consumption|Processed","411","0","4",
"4131","4131 - Textile, apparel, shoes |Goods|Final Consumption|Primary","413","0","4",
"4132","4132 - Textile, apparel, shoes |Goods|Final Consumption|Processed","413","0","4",
"5111","5111 - Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Primary","511","1","4",
"5112","5112 - Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed","511","0","4",
"5131","5131 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Primary","513","0","4",
"5132","5132 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed","513","0","4",
"6111","6111 - ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Primary","611","1","4",
"6112","6112 - ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed","611","0","4",
"6131","6131 - ICT, media, computers, business and financial services|Goods|Final Consumption|Primary","613","0","4",
"6132","6132 - ICT, media, computers, business and financial services|Goods|Final Consumption|Processed","613","0","4",
"7111","7111 - Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Primary","711","1","4",
"7112","7112 - Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed","711","0","4",
"7131","7131 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary","713","0","4",
"7132","7132 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed","713","0","4",
"8111","8111 - Government, military and other|Goods|Intermediate Consumption|Primary","811","1","4",
"8112","8112 - Government, military and other|Goods|Intermediate Consumption|Processed","811","0","4",
"8131","8131 - Government, military and other|Goods|Final Consumption|Primary","813","0","4",
"8132","8132 - Government, military and other|Goods|Final Consumption|Processed","813","0","4",
"111210","111210 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Generic","1112","1","6",
"111220","111220 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Intermediate Consumption|Processed|Specific","1112","1","6",
"112010","112010 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Gross Fixed Capital Formation|Generic","112","1","6",
"112020","112020 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Gross Fixed Capital Formation|Specific","112","1","6",
"113101","113101 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Non-durable","1131","1","6",
"113102","113102 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Primary|Durable","1131","1","6",
"113201","113201 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Processed|Non-durable","1132","1","6",
"113202","113202 - Agriculture, forestry, fishing, food, beverages, tobacco |Goods|Final Consumption|Processed|Durable","1132","1","6",
"121010","121010 - Agriculture, forestry, fishing, food, beverages, tobacco |Services|Intermediate Consumption|Generic","121","1","6",
"121020","121020 - Agriculture, forestry, fishing, food, beverages, tobacco |Services|Intermediate Consumption|Specific","121","1","6",
"211210","211210 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Intermediate Consumption|Processed|Generic","2112","1","6",
"211220","211220 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Intermediate Consumption|Processed|Specific","2112","1","6",
"212010","212010 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Gross Fixed Capital Formation|Generic","212","1","6",
"212020","212020 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Gross Fixed Capital Formation|Specific","212","1","6",
"213101","213101 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Primary|Non-durable","2131","1","6",
"213102","213102 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Primary|Durable","2131","1","6",
"213201","213201 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Processed|Non-durable","2132","1","6",
"213202","213202 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Goods|Final Consumption|Processed|Durable","2132","1","6",
"221010","221010 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Services|Intermediate Consumption|Generic","221","1","6",
"221020","221020 - Mining, quarrying, refinery, fuels, chemicals, electricity, water, waste treatment |Services|Intermediate Consumption|Specific","221","1","6",
"311210","311210 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed|Generic","3112","1","6",
"311220","311220 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Intermediate Consumption|Processed|Specific","3112","1","6",
"312010","312010 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Gross Fixed Capital Formation|Generic","312","1","6",
"312020","312020 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Gross Fixed Capital Formation|Specific","312","1","6",
"313101","313101 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Primary|Non-durable","3131","1","6",
"313102","313102 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Primary|Durable","3131","1","6",
"313201","313201 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Processed|Non-durable","3132","1","6",
"313202","313202 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Goods|Final Consumption|Processed|Durable","3132","1","6",
"321010","321010 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Services|Intermediate Consumption|Generic","321","1","6",
"321020","321020 - Construction, wood, glass, stone, basic metals, housing, electrical appliances, furniture  |Services|Intermediate Consumption|Specific","321","1","6",
"411210","411210 - Textile, apparel, shoes |Goods|Intermediate Consumption|Processed|Generic","4112","1","6",
"411220","411220 - Textile, apparel, shoes |Goods|Intermediate Consumption|Processed|Specific","4112","1","6",
"412010","412010 - Textile, apparel, shoes |Goods|Gross Fixed Capital Formation|Generic","412","1","6",
"412020","412020 - Textile, apparel, shoes |Goods|Gross Fixed Capital Formation|Specific","412","1","6",
"413101","413101 - Textile, apparel, shoes |Goods|Final Consumption|Primary|Non-durable","4131","1","6",
"413102","413102 - Textile, apparel, shoes |Goods|Final Consumption|Primary|Durable","4131","1","6",
"413201","413201 - Textile, apparel, shoes |Goods|Final Consumption|Processed|Non-durable","4132","1","6",
"413202","413202 - Textile, apparel, shoes |Goods|Final Consumption|Processed|Durable","4132","1","6",
"421010","421010 - Textile, apparel, shoes |Services|Intermediate Consumption|Generic","421","1","6",
"421020","421020 - Textile, apparel, shoes |Services|Intermediate Consumption|Specific","421","1","6",
"511210","511210 - Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Generic","5112","1","6",
"511220","511220 - Transport equipment and services, travel, postal services|Goods|Intermediate Consumption|Processed|Specific","5112","1","6",
"512010","512010 - Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Generic","512","1","6",
"512020","512020 - Transport equipment and services, travel, postal services|Goods|Gross Fixed Capital Formation|Specific","512","1","6",
"513101","513101 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Primary|Non-durable","5131","1","6",
"513102","513102 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Primary|Durable","5131","1","6",
"513201","513201 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Non-durable","5132","1","6",
"513202","513202 - Transport equipment and services, travel, postal services|Goods|Final Consumption|Processed|Durable","5132","1","6",
"521010","521010 - Transport equipment and services, travel, postal services|Services|Intermediate Consumption|Generic","521","1","6",
"521020","521020 - Transport equipment and services, travel, postal services|Services|Intermediate Consumption|Specific","521","1","6",
"611210","611210 - ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Generic","6112","1","6",
"611220","611220 - ICT, media, computers, business and financial services|Goods|Intermediate Consumption|Processed|Specific","6112","1","6",
"612010","612010 - ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Generic","612","1","6",
"612020","612020 - ICT, media, computers, business and financial services|Goods|Gross Fixed Capital Formation|Specific","612","1","6",
"613101","613101 - ICT, media, computers, business and financial services|Goods|Final Consumption|Primary|Non-durable","6131","1","6",
"613102","613102 - ICT, media, computers, business and financial services|Goods|Final Consumption|Primary|Durable","6131","1","6",
"613201","613201 - ICT, media, computers, business and financial services|Goods|Final Consumption|Processed|Non-durable","6132","1","6",
"613202","613202 - ICT, media, computers, business and financial services|Goods|Final Consumption|Processed|Durable","6132","1","6",
"621010","621010 - ICT, media, computers, business and financial services|Services|Intermediate Consumption|Generic","621","1","6",
"621020","621020 - ICT, media, computers, business and financial services|Services|Intermediate Consumption|Specific","621","1","6",
"711210","711210 - Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Generic","7112","1","6",
"711220","711220 - Health, pharmaceuticals, education, cultural, sport|Goods|Intermediate Consumption|Processed|Specific","7112","1","6",
"712010","712010 - Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Generic","712","1","6",
"712020","712020 - Health, pharmaceuticals, education, cultural, sport|Goods|Gross Fixed Capital Formation|Specific","712","1","6",
"713101","713101 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Non-durable","7131","1","6",
"713102","713102 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Primary|Durable","7131","1","6",
"713201","713201 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Non-durable","7132","1","6",
"713202","713202 - Health, pharmaceuticals, education, cultural, sport|Goods|Final Consumption|Processed|Durable","7132","1","6",
"721010","721010 - Health, pharmaceuticals, education, cultural, sport|Services|Intermediate Consumption|Generic","721","1","6",
"721020","721020 - Health, pharmaceuticals, education, cultural, sport|Services|Intermediate Consumption|Specific","721","1","6",
"811210","811210 - Government, military and other|Goods|Intermediate Consumption|Processed|Generic","8112","1","6",
"811220","811220 - Government, military and other|Goods|Intermediate Consumption|Processed|Specific","8112","1","6",
"812010","812010 - Government, military and other|Goods|Gross Fixed Capital Formation|Generic","812","1","6",
"812020","812020 - Government, military and other|Goods|Gross Fixed Capital Formation|Specific","812","1","6",
"813101","813101 - Government, military and other|Goods|Final Consumption|Primary|Non-durable","8131","1","6",
"813102","813102 - Government, military and other|Goods|Final Consumption|Primary|Durable","8131","1","6",
"813201","813201 - Government, military and other|Goods|Final Consumption|Processed|Non-durable","8132","1","6",
"813202","813202 - Government, military and other|Goods|Final Consumption|Processed|Durable","8132","1","6",
"821010","821010 - Government, military and other|Services|Intermediate Consumption|Generic","821","1","6",
"821020","821020 - Government, military and other|Services|Intermediate Consumption|Specific","821","1","6",
