id,text,parent,isLeaf,aggrlevel
"1213","1213 - Tobacco refuse","121","1","4",
"121X","121X - Memorandum Item","121","0","4",
"121XX","121XX - Memorandum Item","121X","1","5",
"122","122 - Tobacco, manufactured (whether or not containing tobacco substitutes)","12","0","3",
"1221","1221 - Cigars, cheroots and cigarillos, containing tobacco","122","1","4",
"1222","1222 - Cigarettes containing tobacco","122","1","4",
"1223","1223 - Other manufactured tobacco (including smoking and chewing tobacco, snuff); tobacco extracts and essences","122","0","4",
"12231","12231 - Cigars, cheroots, cigarillos and cigarettes, of tobacco substitutes","1223","1","5",
"12232","12232 - Smoking tobacco, whether or not containing tobacco substitutes in any proportion.","1223","1","5",
"12239","12239 - Manufactured tobacco, extracts and essences, n.e.s.","1223","1","5",
"1223X","1223X - Memorandum Item","1223","1","5",
"122X","122X - Memorandum Item","122","0","4",
"122XX","122XX - Memorandum Item","122X","1","5",
"12X","12X - Memorandum Item","12","0","3",
"12XX","12XX - Memorandum Item","12X","0","4",
"12XXX","12XXX - Memorandum Item","12XX","1","5",
"1X","1X - Memorandum Item","1","0","2",
"1XX","1XX - Memorandum Item","1X","0","3",
"1XXX","1XXX - Memorandum Item","1XX","0","4",
"1XXXX","1XXXX - Memorandum Item","1XXX","1","5",
"2","2 - Crude materials, inedible, except fuels","TOTAL","0","1",
"21","21 - Hides, skins and furskins, raw","2","0","2",
"211","211 - Hides and skins (except furskins), raw","21","0","3",
"2112","2112 - Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split","211","0","4",
"21121","21121 - Whole hides and skins, of a weight per skin not exceeding 8 kg when simply dried, 10 kg when dry-salted, or 16 kg when fresh, wet-salted or otherwise preserved","2112","1","5",
"21129","21129 - Other hides and skins, including butts, bends and bellies","2112","1","5",
"2112X","2112X - Memorandum Item","2112","1","5",
"2116","2116 - Sheepskins and lambskins (except Astrakhan, Broadtail, Caracul, Persian or similar lambs, Indian, Chinese, Mongolian or Tibetan lambs) with the wool on, raw (fresh or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not split","211","1","4",
"2117","2117 - Sheepskins and lambskins without wool on, raw (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not split","211","1","4",
"2119","2119 - Hides and skins, n.e.s.; waste and used leather","211","0","4",
"21191","21191 - Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour","2119","1","5",
"21199","21199 - Hides and skins, n.e.s., raw (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split","2119","1","5",
"2119X","2119X - Memorandum Item","2119","1","5",
"211X","211X - Memorandum Item","211","0","4",
"211XX","211XX - Memorandum Item","211X","1","5",
"212","212 - Furskins, raw (including heads, tails, paws and other pieces or  cuttings, suitable for furriers%u2019 use), other than hides and skins of group 211","21","0","3",
"2121","2121 - Mink skins, raw, whole, with or without head, tail or paws","212","1","4",
"2122","2122 - Raw furskins, other than of mink, whole","212","0","4",
"21222","21222 - ....of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb","2122","1","5",
"21225","21225 - ....of fox","2122","1","5",
"21229","21229 - Other furskins, whole, with or without head, tail or paws","2122","1","5",
"2122X","2122X - Memorandum Item","2122","1","5",
"2123","2123 - Heads, tails, paws and other pieces or cuttings, suitable for furriers%u2019 use","212","1","4",
"212X","212X - Memorandum Item","212","0","4",
"212XX","212XX - Memorandum Item","212X","1","5",
"21X","21X - Memorandum Item","21","0","3",
"21XX","21XX - Memorandum Item","21X","0","4",
"21XXX","21XXX - Memorandum Item","21XX","1","5",
"22","22 - Oil-seeds and oleaginous fruits","2","0","2",
"222","222 - Oil-seeds and oleaginous fruits of a kind used for the extraction of %u201Csoft%u201D fixed vegetable oils (excluding flours and meals)","22","0","3",
"2221","2221 - Groundnuts (peanuts), not roasted or otherwise cooked, whether or not shelled or broken.","222","0","4",
"22211","22211 - ....in shell","2221","1","5",
"22212","22212 - ....shelled","2221","1","5",
"2221X","2221X - Memorandum Item","2221","1","5",
"2222","2222 - Soya beans","222","1","4",
"2223","2223 - Cotton seeds","222","1","4",
"2224","2224 - Sunflower seeds","222","1","4",
"2225","2225 - Sesame (Sesamum) seeds","222","1","4",
"2226","2226 - Rape, colza and mustard seeds","222","0","4",
"22261","22261 - Rape or colza seeds, whether or not broken","2226","1","5",
"22262","22262 - Mustard seeds","2226","1","5",
"2226X","2226X - Memorandum Item","2226","1","5",
"222X","222X - Memorandum Item","222","0","4",
"222XX","222XX - Memorandum Item","222X","1","5",
"223","223 - Oil-seeds and oleaginous fruits, whole or broken, of a kind used for the extraction of other fixed vegetable oils (including flours and meals of oil-seeds or oleaginous fruit, n.e.s.)","22","0","3",
"2231","2231 - Copra","223","1","4",
"2234","2234 - Linseed","223","1","4",
"2237","2237 - Oil-seeds and oleaginous fruits, n.e.s.","223","1","4",
"2239","2239 - Flours and meals of oil-seeds or oleaginous fruits (excluding mustard flour), non-defatted, partially defatted, or defatted and wholly or partially refatted with their original oils","223","1","4",
"223X","223X - Memorandum Item","223","0","4",
"223XX","223XX - Memorandum Item","223X","1","5",
"22X","22X - Memorandum Item","22","0","3",
"22XX","22XX - Memorandum Item","22X","0","4",
"22XXX","22XXX - Memorandum Item","22XX","1","5",
"23","23 - Crude rubber (including synthetic and reclaimed)","2","0","2",
"231","231 - Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms (including latex) or in plates, sheets or strip","23","0","3",
"2311","2311 - Natural rubber latex, whether or not pre-vulcanized","231","1","4",
"2312","2312 - Natural rubber (other than latex)","231","0","4",
"23121","23121 - Smoked sheets of natural rubber","2312","1","5",
"23125","23125 - Technically specified natural rubber (TSNR)","2312","1","5",
"23129","23129 - Other natural rubber","2312","1","5",
"2312X","2312X - Memorandum Item","2312","1","5",
"2313","2313 - Balata, gutta-percha, guayule, chicle and similar natural gums","231","1","4",
"231X","231X - Memorandum Item","231","0","4",
"231XX","231XX - Memorandum Item","231X","1","5",
"232","232 - Synthetic rubber; reclaimed rubber; waste, parings and scrap of unhardened rubber","23","0","3",
"2321","2321 - Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of group 231 with any product of this subgroup, in primary forms or in plates, sheets or strip","232","0","4",
"23211","23211 - Styrene-butadiene rubber (SBR); carboxylated styrene-butadiene rubber (XSBR)","2321","1","5",
"23212","23212 - Butadiene rubber (BR)","2321","1","5",
"23213","23213 - Isobutene-isoprene (butyl) rubber (IIR); halo-isobutene-isoprene rubber (CIIR or BIIR).","2321","1","5",
"23214","23214 - Chloroprene (chlorobutadiene) rubber (CR)","2321","1","5",
"23215","23215 - Acrylonitrile-butadiene rubber (NBR)","2321","1","5",
"23216","23216 - Isoprene rubber (IR)","2321","1","5",
"23217","23217 - Ethylene-propylene-non-conjugated diene rubber (EPDM)","2321","1","5",
"23218","23218 - Mixtures of any product of group 231 with any product of subgroup 232.1","2321","1","5",
"23219","23219 - Other synthetic rubbers and factice derived from oils","2321","1","5",
"2321X","2321X - Memorandum Item","2321","1","5",
"2322","2322 - Reclaimed rubber; waste and scrap of unhardened rubber","232","0","4",
"23221","23221 - Reclaimed rubber in primary forms or in plates, sheets or strip","2322","1","5",
"23222","23222 - Waste, parings and scrap of unhardened rubber and powders and granules obtained therefrom","2322","1","5",
"2322X","2322X - Memorandum Item","2322","1","5",
"232X","232X - Memorandum Item","232","0","4",
"232XX","232XX - Memorandum Item","232X","1","5",
"23X","23X - Memorandum Item","23","0","3",
"23XX","23XX - Memorandum Item","23X","0","4",
"23XXX","23XXX - Memorandum Item","23XX","1","5",
"24","24 - Cork and wood","2","0","2",
"244","244 - Cork, natural, raw and waste (including natural cork in blocks or sheets)","24","0","3",
"2440","2440 - Cork, natural, raw and waste (including natural cork in blocks or sheets)","244","0","4",
"24402","24402 - Cork, natural, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip (including sharp-edged blanks for corks and stoppers)","2440","1","5",
"24403","24403 - Cork, natural, raw or simply prepared","2440","1","5",
"24404","24404 - Waste cork; crushed, granulated or ground cork","2440","1","5",
"2440X","2440X - Memorandum Item","2440","1","5",
"244X","244X - Memorandum Item","244","0","4",
"244XX","244XX - Memorandum Item","244X","1","5",
"245","245 - Fuel wood (excluding wood waste) and wood charcoal","24","0","3",
"2450","2450 - Fuel wood (excluding wood waste) and wood charcoal","245","0","4",
"24501","24501 - Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms (excluding wood waste).","2450","1","5",
"24502","24502 - Wood charcoal (including shell or nut charcoal), whether or not agglomerated","2450","1","5",
"2450X","2450X - Memorandum Item","2450","1","5",
"245X","245X - Memorandum Item","245","0","4",
"245XX","245XX - Memorandum Item","245X","1","5",
"246","246 - Wood in chips or particles and wood waste","24","0","3",
"2461","2461 - Wood in chips or particles","246","0","4",
"24611","24611 - ....coniferous","2461","1","5",
"24615","24615 - ....non-coniferous","2461","1","5",
"2461X","2461X - Memorandum Item","2461","1","5",
"2462","2462 - Sawdust and wood waste and scrap, whether or not agglomerated in logs,  briquettes, pellets or similar forms","246","1","4",
"246X","246X - Memorandum Item","246","0","4",
"246XX","246XX - Memorandum Item","246X","1","5",
"247","247 - Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared","24","0","3",
"2473","2473 - Wood in the rough (whether or not stripped of bark or sapwood) or roughly squared, treated with paint, stains or other preservatives","247","1","4",
"2474","2474 - Wood of coniferous species, in the rough (whether or not stripped of bark or sapwood) or roughly squared, but not treated with paint, stains or other preservatives.","247","1","4",
"2475","2475 - Wood of non-coniferous species, in the rough (whether or not stripped of bark or sapwood) or roughly squared, but not treated with paint, stains or other preservatives of the following tropical woods: Abura, Acajou d%u2019Afrique, Afrormosia, Ako, Alan, Andiroba, Aningré, Avodiré, Azobé, Balau, Balsa, Bossé clair, Bossé foncé, Cativo, Cedro, Dabema, Dark Red Meranti, Dibétou, Doussié, Framiré, Freijo, Fromager, Fuma, Geronggang, Ilomba, Imbuia, Ipé, Iroko, Jaboty, Jelutong, Jequitiba, Jongkong, Kapur, Kempas, Keruing, Kosipo, Kotibé, Koto, Light Red Meranti, Limba, Louro, Maçaranduba, Mahogany, Makoré, Mandioqueira, Mansonia, Mengkulang, Meranti Bakau, Merawan, Merbau, Merpauh, Mersawa, Moabi, Niangon, Nyatoh, Obeche, Okoumé, Onzabili, Orey, Ovengkol, Pzogp. Padauk, Paldao, Palissandre de Guatemala, Palissandre de Para, Palissandre de Rio, Palissandre de Rose, Pau Amarelo, Pau Marfim, Pulai, Punah, Quaruba, Ramin, Sapelli, Saqui-Saqui, Spetir, Sipo, Sucupira, Suren, Tauari, Teak, Tiama, Tola, Virola, White Lauan, White Meranti, White Seraya, Yellow Meranti","247","1","4",
"2479","2479 - Woods in the rough or roughly squared, n.e.s.","247","1","4",
"247X","247X - Memorandum Item","247","0","4",
"247XX","247XX - Memorandum Item","247X","1","5",
"248","248 - Wood, simply worked, and railway sleepers of wood","24","0","3",
"2481","2481 - Railway or tramway sleepers (cross-ties) of wood","248","0","4",
"24811","24811 - ....not impregnated","2481","1","5",
"24819","24819 - ....impregnated","2481","1","5",
"2481X","2481X - Memorandum Item","2481","1","5",
"2482","2482 - Wood of coniferous species, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm","248","1","4",
"2483","2483 - Wood of coniferous species (including strips and friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges or faces, whether or not planed, sanded or end-jointed.","248","1","4",
"2484","2484 - Wood of non-coniferous species specified in heading 247.5, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm","248","1","4",
"2485","2485 - Wood of non-coniferous species (including strips and friezes for parquet flooring, not assembled), continuously shaped (tongued, grooved, rebated, chamfered, V-jointed, beaded, moulded, rounded or the like) along any of its edges, ends or faces, whether or not planed, sanded or end-jointed.","248","1","4",
"248X","248X - Memorandum Item","248","0","4",
"248XX","248XX - Memorandum Item","248X","1","5",
"24X","24X - Memorandum Item","24","0","3",
"24XX","24XX - Memorandum Item","24X","0","4",
"24XXX","24XXX - Memorandum Item","24XX","1","5",
"25","25 - Pulp and waste paper","2","0","2",
"251","251 - Pulp and waste paper","25","0","3",
"2511","2511 - Recovered (waste and scrap) paper or paperboard.","251","0","4",
"25111","25111 - Unbleached kraft paper or paperboard or of corrugated paper or paperboard.","2511","1","5",
"25112","25112 - Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","2511","1","5",
"25113","25113 - Paper or paperboard made mainly of mechanical pulp (e.g., newspapers, journals and similar printed matter)","2511","1","5",
"25119","25119 - Other (including unsorted waste and scrap)","2511","1","5",
"2511X","2511X - Memorandum Item","2511","1","5",
"2512","2512 - Mechanical wood pulp","251","1","4",
"2513","2513 - Chemical wood pulp, dissolving grades","251","1","4",
"2514","2514 - Chemical wood pulp, soda or sulphate, other than dissolving grades, unbleached","251","0","4",
"25141","25141 - ....coniferous","2514","1","5",
"25142","25142 - ....non-coniferous","2514","1","5",
"2514X","2514X - Memorandum Item","2514","1","5",
"2515","2515 - Chemical wood pulp, soda or sulphate, other than dissolving grades, semi-bleached or bleached","251","0","4",
"25151","25151 - ....coniferous","2515","1","5",
"25152","25152 - ....non-coniferous","2515","1","5",
"2515X","2515X - Memorandum Item","2515","1","5",
"2516","2516 - Chemical wood pulp, sulphite, other than dissolving grades","251","0","4",
"25161","25161 - ....unbleached","2516","1","5",
"25162","25162 - ....semi-bleached or bleached","2516","1","5",
"2516X","2516X - Memorandum Item","2516","1","5",
"2519","2519 - Semi-chemical wood pulp and pulps of other fibrous cellulosic material","251","0","4",
"25191","25191 - Semi-chemical wood pulp","2519","1","5",
"25192","25192 - Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material","2519","1","5",
"2519X","2519X - Memorandum Item","2519","1","5",
"251X","251X - Memorandum Item","251","0","4",
"251XX","251XX - Memorandum Item","251X","1","5",
"25X","25X - Memorandum Item","25","0","3",
"25XX","25XX - Memorandum Item","25X","0","4",
"25XXX","25XXX - Memorandum Item","25XX","1","5",
"26","26 - Textile fibres (other than wool tops and other combed wool) and their wastes (not manufactured into yarn or fabric)","2","0","2",
"261","261 - Silk","26","0","3",
"2613","2613 - Raw silk (not thrown)","261","1","4",
"2614","2614 - Silkworm cocoons and silk waste","261","0","4",
"26141","26141 - Silkworm cocoons suitable for reeling","2614","1","5",
"26142","26142 - Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)","2614","1","5",
"2614X","2614X - Memorandum Item","2614","1","5",
"261X","261X - Memorandum Item","261","0","4",
"261XX","261XX - Memorandum Item","261X","1","5",
"263","263 - Cotton","26","0","3",
"2631","2631 - Cotton (other than linters), not carded or combed","263","1","4",
"2632","2632 - Cotton linters","263","1","4",
"2633","2633 - Cotton waste (including yarn waste and garnetted stock)","263","0","4",
"26331","26331 - ....yarn waste (including thread waste)","2633","1","5",
"26332","26332 - ....garnetted stock, not carded or combed","2633","1","5",
"26339","26339 - ....other (including pulled or garnetted rags), not carded or combed","2633","1","5",
"2633X","2633X - Memorandum Item","2633","1","5",
"2634","2634 - Cotton, carded or combed","263","1","4",
"263X","263X - Memorandum Item","263","0","4",
"263XX","263XX - Memorandum Item","263X","1","5",
"264","264 - Jute and other textile bast fibres, n.e.s., raw or processed but not spun; tow and waste of these fibres (including yarn waste and garnetted stock)","26","0","3",
"2641","2641 - Jute and other textile bast fibres, raw or retted","264","1","4",
"2649","2649 - Other","264","1","4",
"264X","264X - Memorandum Item","264","0","4",
"264XX","264XX - Memorandum Item","264X","1","5",
"265","265 - Vegetable textile fibres (other than cotton and jute), raw or processed but not spun; waste of these fibres","26","0","3",
"2651","2651 - Flax, raw or processed but not spun; flax tow and waste (including yarn waste and garnetted stock).","265","0","4",
"26511","26511 - ....raw or retted","2651","1","5",
"26512","26512 - ....broken, scutched, hackled or otherwise processed, but not spun","2651","1","5",
"26513","26513 - ....tow and waste (including yarn waste and garnetted stock)","2651","1","5",
"2651X","2651X - Memorandum Item","2651","1","5",
"2652","2652 - True hemp (Cannabis sativa L.), raw or processed but not spun; tow and waste of true hemp (including yarn waste and garnetted stock).","265","0","4",
"26521","26521 - ....raw or retted","2652","1","5",
"26529","26529 - ....other","2652","1","5",
"2652X","2652X - Memorandum Item","2652","1","5",
"2658","2658 - Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibres, n.e.s., raw or processed but not spun; tow, noils and waste of these fibres (including yarn waste and garnetted stock)","265","1","4",
"265X","265X - Memorandum Item","265","0","4",
"265XX","265XX - Memorandum Item","265X","1","5",
"266","266 - Synthetic fibres suitable for spinning","26","0","3",
"2665","2665 - Synthetic staple fibres, not carded, combed or otherwise processed for spinning.","266","0","4",
"26651","26651 - ....of nylon or other polyamides","2665","1","5",
"26652","26652 - ....of polyesters","2665","1","5",
"26653","26653 - ....acrylic or modacrylic","2665","1","5",
"26659","26659 - ....other","2665","1","5",
"2665X","2665X - Memorandum Item","2665","1","5",
"2666","2666 - Synthetic filament tow","266","0","4",
"26661","26661 - ....of nylon or other polyamides","2666","1","5",
"26662","26662 - ....of polyesters","2666","1","5",
"26663","26663 - ....acrylic or modacrylic","2666","1","5",
"26669","26669 - %u2026.other","2666","1","5",
"2666X","2666X - Memorandum Item","2666","1","5",
"2667","2667 - Synthetic staple fibres, carded, combed or otherwise processed for spinning.","266","0","4",
"26671","26671 - ....of nylon or other polyamides","2667","1","5",
"26672","26672 - ....of polyesters","2667","1","5",
"26673","26673 - ....acrylic or modacrylic","2667","1","5",
"26679","26679 - ....other","2667","1","5",
"2667X","2667X - Memorandum Item","2667","1","5",
"266X","266X - Memorandum Item","266","0","4",
"266XX","266XX - Memorandum Item","266X","1","5",
"267","267 - Other man-made fibres suitable for spinning; waste of man-made fibres","26","0","3",
"2671","2671 - Artificial fibres suitable for spinning","267","0","4",
"26711","26711 - Artificial staple fibres, not carded, combed or otherwise processed for spinning","2671","1","5",
"26712","26712 - Artificial filament tow","2671","1","5",
"26713","26713 - Artificial staple fibres, carded, combed or otherwise processed for spinning","2671","1","5",
"2671X","2671X - Memorandum Item","2671","1","5",
"2672","2672 - Waste (including noils, yarn waste and garnetted stock) of man-made fibres","267","0","4",
"26721","26721 - ....of synthetic fibres","2672","1","5",
"26722","26722 - ....of artificial fibres","2672","1","5",
"2672X","2672X - Memorandum Item","2672","1","5",
"267X","267X - Memorandum Item","267","0","4",
"267XX","267XX - Memorandum Item","267X","1","5",
"268","268 - Wool and other animal hair (including wool tops)","26","0","3",
"2681","2681 - Wool, greasy (including fleece-washed wool)","268","0","4",
"26811","26811 - ....shorn","2681","1","5",
"26819","26819 - ....other","2681","1","5",
"2681X","2681X - Memorandum Item","2681","1","5",
"2682","2682 - Other wool, not carded or combed","268","0","4",
"26821","26821 - ....degreased, not carbonized","2682","1","5",
"26829","26829 - ....carbonized","2682","1","5",
"2682X","2682X - Memorandum Item","2682","1","5",
"2683","2683 - Fine animal hair, not carded or combed","268","1","4",
"2685","2685 - Coarse animal hair, not carded or combed","268","1","4",
"2686","2686 - Waste of wool or of fine or coarse animal hair, other than horsehair (including yarn waste and garnetted stock)","268","0","4",
"26862","26862 - Garnetted stock of wool or of fine or coarse animal hair","2686","1","5",
"26863","26863 - Noils of wool or of fine animal hair, not garnetted","2686","1","5",
"26869","26869 - Other waste of wool or of fine or coarse animal hair (other than horsehair)","2686","1","5",
"2686X","2686X - Memorandum Item","2686","1","5",
"2687","2687 - Wool and fine or coarse animal hair, carded or combed (including combed wool in fragments)","268","0","4",
"26871","26871 - Carded wool; combed wool in fragments","2687","1","5",
"26873","26873 - Wool tops and other combed wool","2687","1","5",
"26877","26877 - Fine or coarse animal hair, carded or combed","2687","1","5",
"2687X","2687X - Memorandum Item","2687","1","5",
"268X","268X - Memorandum Item","268","0","4",
"268XX","268XX - Memorandum Item","268X","1","5",
"269","269 - Worn clothing and other worn textile articles; rags","26","0","3",
"2690","2690 - Worn clothing and other worn textile articles; rags","269","0","4",
"26901","26901 - Clothing, clothing accessories, travelling-rugs and blankets, household linen and furnishing articles (other than articles falling under heading 658.91, group 659 and group 821), of textile materials; footwear and headgear of any material (other than of asbestos), showing signs of appreciable wear and traded in bulk or in bales, sacks or similar bulk packings","2690","1","5",
"26902","26902 - Used or new rags, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables of textile materials.","2690","1","5",
"2690X","2690X - Memorandum Item","2690","1","5",
"269X","269X - Memorandum Item","269","0","4",
"269XX","269XX - Memorandum Item","269X","1","5",
"26X","26X - Memorandum Item","26","0","3",
"26XX","26XX - Memorandum Item","26X","0","4",
"26XXX","26XXX - Memorandum Item","26XX","1","5",
"27","27 - Crude fertilizers, other than those of Division 56, and crude minerals (excluding coal, petroleum and precious stones)","2","0","2",
"272","272 - Fertilizers, crude, other than those of division 56","27","0","3",
"2721","2721 - Animal or vegetable fertilizers, whether or not mixed together or chemically treated; fertilizers produced by the mixing or chemical treatment of animal or vegetable products","272","1","4",
"2722","2722 - Sodium nitrate","272","1","4",
"2723","2723 - Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk.","272","0","4",
"27231","27231 - ....unground","2723","1","5",
"27232","27232 - ....ground","2723","1","5",
"2723X","2723X - Memorandum Item","2723","1","5",
"272X","272X - Memorandum Item","272","0","4",
"272XX","272XX - Memorandum Item","272X","1","5",
"273","273 - Stone, sand and gravel","27","0","3",
"2731","2731 - Building or monumental (dimension) stone, not further worked than roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","273","0","4",
"27311","27311 - Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape","2731","1","5",
"27312","27312 - Marble, travertine, ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more, and alabaster, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.","2731","1","5",
"27313","27313 - Granite, porphyry, basalt, sandstone and other monumental or building stone, n.e.s., whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.","2731","1","5",
"2731X","2731X - Memorandum Item","2731","1","5",
"2732","2732 - Gypsum, plasters, limestone flux, limestone and other calcareous stone of a kind used for the manufacture of lime or cement","273","0","4",
"27322","27322 - Limestone flux; limestone and other calcareous stone of a kind used for the manufacture of lime or cement","2732","1","5",
"27323","27323 - Gypsum; anhydrite","2732","1","5",
"27324","27324 - Plasters (consisting of calcined gypsum or calcium sulphate), whether or not coloured, with or without small quantities of accelerators or retarders (including plasters specially prepared for use in dentistry)","2732","1","5",
"2732X","2732X - Memorandum Item","2732","1","5",
"2733","2733 - Natural sands of all kinds, whether or not coloured (other than  metal-bearing sands of division 28).","273","0","4",
"27331","27331 - Silica sands and quartz sands","2733","1","5",
"27339","27339 - Other sands","2733","1","5",
"2733X","2733X - Memorandum Item","2733","1","5",
"2734","2734 - Pebbles, gravel, broken or crushed stone, of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated; macadam of slag, dross or similar industrial waste, whether or not incorporating materials cited in the first part of the heading; tarred macadam; granules, chippings and powder, of stones of heading 273.12 or 273.13, whether or not heat-treated","273","1","4",
"273X","273X - Memorandum Item","273","0","4",
"273XX","273XX - Memorandum Item","273X","1","5",
"274","274 - Sulphur and unroasted iron pyrites","27","0","3",
"2741","2741 - Sulphur of all kinds, other than sublimed sulphur, precipitated sulphur and colloidal sulphur","274","1","4",
"2742","2742 - Iron pyrites, unroasted","274","1","4",
"274X","274X - Memorandum Item","274","0","4",
"274XX","274XX - Memorandum Item","274X","1","5",
"277","277 - Natural abrasives, n.e.s. (including industrial diamonds)","27","0","3",
"2771","2771 - Industrial diamonds, sorted, whether or not worked","277","0","4",
"27711","27711 - ....unworked or simply sawn, cleaved or bruted","2771","1","5",
"27719","27719 - ....otherwise worked","2771","1","5",
"2771X","2771X - Memorandum Item","2771","1","5",
"2772","2772 - Natural abrasives, n.e.s.","277","0","4",
"27721","27721 - Dust and powder of natural or synthetic precious or semiprecious stones.","2772","1","5",
"27722","27722 - Emery, natural corundum, natural garnet and other natural abrasives","2772","1","5",
"27723","27723 - Pumice stone","2772","1","5",
"2772X","2772X - Memorandum Item","2772","1","5",
"277X","277X - Memorandum Item","277","0","4",
"277XX","277XX - Memorandum Item","277X","1","5",
"278","278 - Other crude minerals","27","0","3",
"2782","2782 - Clays and other refractory minerals, n.e.s.","278","0","4",
"27822","27822 - Graphite, natural","2782","1","5",
"27823","27823 - Dolomite, whether or not calcined; dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; agglomerated dolomite (including tarred dolomite)","2782","1","5",
"27824","27824 - Natural magnesium carbonate (magnesite)","2782","1","5",
"27825","27825 - Fused magnesia; dead-burned (sintered) magnesia; other magnesium oxide, whether or not pure.","2782","1","5",
"27826","27826 - Kaolin and other kaolinic clays, whether or not calcined","2782","1","5",
"27827","27827 - Bentonite, whether or not calcined","2782","1","5",
"27829","27829 - Other clays (not including expanded clays of subgroup 663.5); andalusite, kyranite and sillimanite, whether or not calcined; mullite; chamotte or dinas earths","2782","1","5",
"2782X","2782X - Memorandum Item","2782","1","5",
"2783","2783 - Sodium chloride, pure, and common salt (including table salt and denatured salt), whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water.","278","1","4",
"2784","2784 - Asbestos","278","1","4",
"2785","2785 - Quartz, mica, feldspar, fluorspar, cryolite and chiolite","278","0","4",
"27851","27851 - Quartz (other than natural sands); quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape.","2785","1","5",
"27852","27852 - Mica (including splittings); mica waste","2785","1","5",
"27853","27853 - Feldspar; leucite; nepheline and nepheline syenite","2785","1","5",
"27854","27854 - Fluorspar","2785","1","5",
"2785X","2785X - Memorandum Item","2785","1","5",
"2786","2786 - Slag, dross, scalings and similar waste, n.e.s.","278","0","4",
"27861","27861 - Granulated slag (slag sand) from the manufacture of iron or steel","2786","1","5",
"27862","27862 - Slag, dross (other than granulated slag), scalings and other waste from the manufacture of iron or steel","2786","1","5",
"27869","27869 - Other slag and ash, including seaweed ash (kelp); ash and residues from the incineration of municipal waste","2786","1","5",
"2786X","2786X - Memorandum Item","2786","1","5",
"2789","2789 - Minerals, crude, n.e.s.","278","0","4",
"27891","27891 - Chalk","2789","1","5",
"27892","27892 - Natural barium sulphate (barytes); natural barium carbonate (witherite), whether or not calcined (other than barium oxide of heading 522.65)","2789","1","5",
"27893","27893 - Steatite, natural, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc","2789","1","5",
"27894","27894 - Natural borates and concentrates thereof, whether or not calcined, but not including borates separated from natural brine; natural boric acid containing not more than 85% of H3BO3 calculated on the dry weight","2789","1","5",
"27895","27895 - Siliceous fossil meals (e.g., kieselguhr, tripolite and diatomite) and similar siliceous earths, whether or not calcined, of an apparent specific gravity of 1 or less","2789","1","5",
"27896","27896 - Bituminous or oil shale and tar sands","2789","1","5",
"27897","27897 - Bitumen and asphalt, natural; asphaltites and asphaltic rocks","2789","1","5",
"27898","27898 - Vermiculite, perlite and chlorites, unexpanded","2789","1","5",
"27899","27899 - Mineral substances, n.e.s.","2789","1","5",
"2789X","2789X - Memorandum Item","2789","1","5",
