id,text,parent,isLeaf,aggrlevel
"041X","041X - Memorandum Item","041","0","4",
"041XX","041XX - Memorandum Item","041X","1","5",
"042","042 - Rice","04","0","3",
"0421","0421 - Rice in the husk or not,not further prepared","042","1","4",
"0422","0422 - Rice,glazed or polished,not further prepared","042","1","4",
"042X","042X - Memorandum Item","042","0","4",
"042XX","042XX - Memorandum Item","042X","1","5",
"043","043 - Barley, unmilled","04","0","3",
"0430","0430 - Barley,unmilled","043","1","4",
"043X","043X - Memorandum Item","043","0","4",
"043XX","043XX - Memorandum Item","043X","1","5",
"044","044 - Maize  corn   unmilled","04","0","3",
"0440","0440 - Maize (corn),unmilled","044","1","4",
"044X","044X - Memorandum Item","044","0","4",
"044XX","044XX - Memorandum Item","044X","1","5",
"045","045 - Cereals,unmilled excl.wheat,rice,barley & maize","04","0","3",
"0451","0451 - Rye,unmilled","045","1","4",
"0452","0452 - Oats,unmilled","045","1","4",
"0459","0459 - Cereals,unmilled,nes","045","1","4",
"045X","045X - Memorandum Item","045","0","4",
"045XX","045XX - Memorandum Item","045X","1","5",
"046","046 - Meal and flour of wheat or of meslin","04","0","3",
"0460","0460 - Meal and flour of wheat or of meslin","046","0","4",
"04601","04601 - Flour of wheat or of meslin","0460","1","5",
"04602","04602 - Meal & groats of wheat or of meslin","0460","1","5",
"0460X","0460X - Memorandum Item","0460","1","5",
"046X","046X - Memorandum Item","046","0","4",
"046XX","046XX - Memorandum Item","046X","1","5",
"047","047 - Meal & flour of cereals,except wheat/meslin","04","0","3",
"0470","0470 - Meal & flour of cereals exc.wheat or meslin","047","0","4",
"04701","04701 - Cereal flours exc.of wheat or of meslin","0470","1","5",
"04702","04702 - Cereal meal & groats exc. Of wheat or meslin","0470","1","5",
"0470X","0470X - Memorandum Item","0470","1","5",
"047X","047X - Memorandum Item","047","0","4",
"047XX","047XX - Memorandum Item","047X","1","5",
"048","048 - Cereal preps & preps of flour of fruits & vegs","04","0","3",
"0481","0481 - Cereal grains,flaked,pearled","048","0","4",
"04811","04811 - Cereal grains,rolled,flaked,polished","0481","1","5",
"04812","04812 - Prep.foods obt. By roasting of cereal grains","0481","1","5",
"0481X","0481X - Memorandum Item","0481","1","5",
"0482","0482 - Malt including malt flour","048","1","4",
"0483","0483 - Macaroni,spaghetti,noodles,vermicelli etc.","048","1","4",
"0484","0484 - Bakery products","048","0","4",
"04841","04841 - Bread,ships biscuits & other bakers wares","0484","1","5",
"04842","04842 - Pastry,biscuits,cakes & fine bakers wares","0484","1","5",
"0484X","0484X - Memorandum Item","0484","1","5",
"0488","0488 - Preparations of cereals,flour & starch for food","048","0","4",
"04881","04881 - Malt extract","0488","1","5",
"04882","04882 - Prep.of flour,starch or malt as infant food","0488","1","5",
"04883","04883 - Sealing wafers & similar products","0488","1","5",
"0488X","0488X - Memorandum Item","0488","1","5",
"048X","048X - Memorandum Item","048","0","4",
"048XX","048XX - Memorandum Item","048X","1","5",
"04X","04X - Memorandum Item","04","0","3",
"04XX","04XX - Memorandum Item","04X","0","4",
"04XXX","04XXX - Memorandum Item","04XX","1","5",
"05","05 - Fruit and vegetables","0","0","2",
"051","051 - Fruit, fresh, and nuts  excl. Oil nuts","05","0","3",
"0511","0511 - Oranges, tangerines and clementines","051","0","4",
"05111","05111 - Oranges","0511","1","5",
"05112","05112 - Tangarines/mandarines/clementines","0511","1","5",
"0511X","0511X - Memorandum Item","0511","1","5",
"0512","0512 - Other citrus fruit","051","0","4",
"05121","05121 - Lemons and limes","0512","1","5",
"05122","05122 - Rest of 051.2","0512","1","5",
"0512X","0512X - Memorandum Item","0512","1","5",
"0513","0513 - Bananas including plantains ,fresh","051","1","4",
"0514","0514 - Apples, fresh","051","1","4",
"0515","0515 - Grapes,fresh","051","1","4",
"0517","0517 - Edible nuts,fresh or dried","051","0","4",
"05171","05171 - Coconuts,brazil cashew nuts,fresh/dried","0517","1","5",
"05172","05172 - Other edible nuts,fresh or dried","0517","1","5",
"05173","05173 - Coconuts","0517","1","5",
"05174","05174 - Rest of 051.71","0517","1","5",
"0517X","0517X - Memorandum Item","0517","1","5",
"0519","0519 - Fresh fruit,nes","051","0","4",
"05191","05191 - Figs,fresh","0519","1","5",
"05192","05192 - Pears & quinces,fresh","0519","1","5",
"05193","05193 - Stone fruit,fresh","0519","1","5",
"05194","05194 - Berries,fresh","0519","1","5",
"05195","05195 - Tropical fruit other than bananas,fresh","0519","1","5",
"05199","05199 - Other fresh fruit","0519","1","5",
"0519X","0519X - Memorandum Item","0519","1","5",
"051X","051X - Memorandum Item","051","0","4",
"051XX","051XX - Memorandum Item","051X","1","5",
"052","052 - Dried fruit including artificially dehydrated","05","0","3",
"0520","0520 - Dried fruit,dehydrated artificially","052","0","4",
"05201","05201 - Tropical fruit,dried","0520","1","5",
"05202","05202 - Figs,dried","0520","1","5",
"05203","05203 - Grapes,dried (raisins)","0520","1","5",
"05209","05209 - Other dried fruit","0520","1","5",
"0520X","0520X - Memorandum Item","0520","1","5",
"052X","052X - Memorandum Item","052","0","4",
"052XX","052XX - Memorandum Item","052X","1","5",
"053","053 - Fruit,preserved and fruit preparations","05","0","3",
"0532","0532 - Fruit,fruit peel,preserved by sugar","053","1","4",
"0533","0533 - Jams,marmalades,fruit jellies","053","0","4",
"05331","05331 - Jams etc.containing added sugar","0533","1","5",
"05332","05332 - Jams etc.not containing added sugar","0533","1","5",
"0533X","0533X - Memorandum Item","0533","1","5",
"0535","0535 - Fruit juices & vegetable juices,unfermented","053","1","4",
"0536","0536 - Fruit,temporarily preserved","053","0","4",
"05361","05361 - Fruit pres. By freezing, not cont. Added sugar","0536","1","5",
"05362","05362 - Fruit pres. By freezing, cont. Added sugar","0536","1","5",
"05363","05363 - Fruit in temporary preservative","0536","1","5",
"05364","05364 - Peel of melons & citrus fruit not pres by sugar","0536","1","5",
"0536X","0536X - Memorandum Item","0536","1","5",
"0539","0539 - Fruit & nuts,prepared or preserved,nes","053","0","4",
"05391","05391 - Fruits/nuts preser.in airtight cont.","0539","1","5",
"05392","05392 - Fruits/nuts preser.not in airtight cont.","0539","1","5",
"0539X","0539X - Memorandum Item","0539","1","5",
"053X","053X - Memorandum Item","053","0","4",
"053XX","053XX - Memorandum Item","053X","1","5",
"054","054 - Vegetables, roots & tubers, fresh or dried","05","0","3",
"0541","0541 - Potatoes, fresh, not including sweet potatoes","054","1","4",
"0542","0542 - Beans,peas,lentils & leguminous vegetab.,dried","054","1","4",
"0544","0544 - Tomatoes, fresh","054","1","4",
"0545","0545 - Other fresh vegetables","054","1","4",
"0546","0546 - Vegetables,frozen or in temporary preservative","054","0","4",
"05461","05461 - Vegetables,frozen","0546","1","5",
"05462","05462 - Vegetables in temporary preservative","0546","1","5",
"0546X","0546X - Memorandum Item","0546","1","5",
"0548","0548 - Vegetable products,chiefly for human food nes","054","0","4",
"05481","05481 - Roots & tubers,fresh or dried,sago pith","0548","1","5",
"05482","05482 - Sugar beet,fresh or dried;sugar cane","0548","1","5",
"05483","05483 - Chicory roots,fresh or dried,unroasted","0548","1","5",
"05484","05484 - Hops","0548","1","5",
"05489","05489 - Vegetable products,fresh or dried,n.e.s.","0548","1","5",
"0548X","0548X - Memorandum Item","0548","1","5",
"054X","054X - Memorandum Item","054","0","4",
"054XX","054XX - Memorandum Item","054X","1","5",
"055","055 - Vegetables, roots & tubers pres or prepared nes","05","0","3",
"0551","0551 - Vegetables,dehydrated excl.leguminous vegetab.","055","1","4",
"0554","0554 - Flour & flakes of potatoes,fruits,vegetables","055","0","4",
"05541","05541 - Flours of leg.vegetables fall.in heading 054.2","0554","1","5",
"05542","05542 - Flours of the fruits falling within group 051","0554","1","5",
"05543","05543 - Flour,meal & flakes of potato","0554","1","5",
"05544","05544 - Flour & meal of roots & tubers fall.in 054.81","0554","1","5",
"05545","05545 - Tapioca,sago & substitutes","0554","1","5",
"0554X","0554X - Memorandum Item","0554","1","5",
"0555","0555 - Vegetables preserved or prepared,nes","055","0","4",
"05551","05551 - Veg.& fruit,prep./pres.by vinegar or acet.acid","0555","1","5",
"05552","05552 - Vegetables otherwise preserved or prepared,n.e.","0555","1","5",
"05553","05553 - Vegetables in airtight containers","0555","1","5",
"05554","05554 - Vegetables not in airtight containers","0555","1","5",
"05555","05555 - Vegetables in airtight containers","0555","1","5",
"05556","05556 - Vegetables not in airtight containers","0555","1","5",
"0555X","0555X - Memorandum Item","0555","1","5",
"055X","055X - Memorandum Item","055","0","4",
"055XX","055XX - Memorandum Item","055X","1","5",
"05X","05X - Memorandum Item","05","0","3",
"05XX","05XX - Memorandum Item","05X","0","4",
"05XXX","05XXX - Memorandum Item","05XX","1","5",
"06","06 - Sugar, sugar preparations and honey","0","0","2",
"061","061 - Sugar and honey","06","0","3",
"0611","0611 - Raw sugar,beet & cane","061","0","4",
"06111","06111 - Centrifugal sugar","0611","1","5",
"06112","06112 - Non centrifugal sugar","0611","1","5",
"0611X","0611X - Memorandum Item","0611","1","5",
"0612","0612 - Refined sugar & other prod.of refining,no syrup","061","1","4",
"0615","0615 - Molasses","061","1","4",
"0616","0616 - Natural honey","061","1","4",
"0619","0619 - Sugars & syrups nes incl.art.honey & caramel","061","1","4",
"061X","061X - Memorandum Item","061","0","4",
"061XX","061XX - Memorandum Item","061X","1","5",
"062","062 - Sugar confy, sugar preps. Ex chocolate confy","06","0","3",
"0620","0620 - Sugar confectionery & other sugar preparations","062","0","4",
"06201","06201 - Sugar confectionery,not containing cocoa","0620","1","5",
"06202","06202 - Flavored or coloured sugars,syrups & molasses","0620","1","5",
"0620X","0620X - Memorandum Item","0620","1","5",
"062X","062X - Memorandum Item","062","0","4",
"062XX","062XX - Memorandum Item","062X","1","5",
"06X","06X - Memorandum Item","06","0","3",
"06XX","06XX - Memorandum Item","06X","0","4",
"06XXX","06XXX - Memorandum Item","06XX","1","5",
"07","07 - Coffee, tea, cocoa, spices & manufacs. Thereof","0","0","2",
"071","071 - Coffee","07","0","3",
"0711","0711 - Coffee,green or roasted","071","1","4",
"0713","0713 - Coffee extracts,essences,concentrates","071","1","4",
"071X","071X - Memorandum Item","071","0","4",
"071XX","071XX - Memorandum Item","071X","1","5",
"072","072 - Cocoa","07","0","3",
"0721","0721 - Cocoa beans,raw or roasted","072","1","4",
"0722","0722 - Cocoa powder,unsweetened","072","1","4",
"0723","0723 - Cocoa butter and cocoa paste","072","0","4",
"07231","07231 - Cocoa paste","0723","1","5",
"07232","07232 - Cocoa butter (fat or oil)","0723","1","5",
"0723X","0723X - Memorandum Item","0723","1","5",
"072X","072X - Memorandum Item","072","0","4",
"072XX","072XX - Memorandum Item","072X","1","5",
"073","073 - Chocolate & other food preptns cont. Cocoa, nes","07","0","3",
"0730","0730 - Chocolate & other food prep. Of cocoa","073","1","4",
"073X","073X - Memorandum Item","073","0","4",
"073XX","073XX - Memorandum Item","073X","1","5",
"074","074 - Tea and mate","07","0","3",
"0741","0741 - Tea","074","1","4",
"0742","0742 - Mate","074","1","4",
"074X","074X - Memorandum Item","074","0","4",
"074XX","074XX - Memorandum Item","074X","1","5",
"075","075 - Spices","07","0","3",
"0751","0751 - Pepper & pimento,whether or not grond","075","1","4",
"0752","0752 - Spices, exc. Pepper & pimento ground or not","075","0","4",
"07521","07521 - Vanilla","0752","1","5",
"07522","07522 - Cinnamon & cinnamon tree flowers","0752","1","5",
"07523","07523 - Cloves (whole fruit,cloves & stems)","0752","1","5",
"07524","07524 - Nutmeg,mace & cardamons","0752","1","5",
"07525","07525 - Seeds of anise,badian,fennel,coriander,cumin et","0752","1","5",
"07529","07529 - Thyme,saffron,bay leaves & other spices","0752","1","5",
"0752X","0752X - Memorandum Item","0752","1","5",
"075X","075X - Memorandum Item","075","0","4",
"075XX","075XX - Memorandum Item","075X","1","5",
"07X","07X - Memorandum Item","07","0","3",
"07XX","07XX - Memorandum Item","07X","0","4",
"07XXX","07XXX - Memorandum Item","07XX","1","5",
"08","08 - Feed. Stuff for animals excl. Unmilled cereals","0","0","2",
"081","081 - Feed. Stuff for animals excl.unmilled cereals","08","0","3",
"0811","0811 - Hay & fodder,green or dry","081","0","4",
"08111","08111 - Cereals straw & husks,unprepared","0811","1","5",
"08112","08112 - Fodder roots,hay,lupines,vetches & similar prod","0811","1","5",
"08119","08119 - Vegetable prod.of a kind used for animal food","0811","1","5",
"0811X","0811X - Memorandum Item","0811","1","5",
"0812","0812 - Bran,pollard,sharps & other by products","081","1","4",
"0813","0813 - Oil seed cake & meal & other veg. Oil residues","081","1","4",
"0814","0814 - Meat & fish meal, unfit for human consumption","081","0","4",
"08141","08141 - Meat meal","0814","1","5",
"08142","08142 - Fish and whale meal","0814","1","5",
"0814X","0814X - Memorandum Item","0814","1","5",
"0819","0819 - Food wastes & prepared animal feed,nes","081","0","4",
"08191","08191 - Coffee husks & skins","0819","1","5",
"08192","08192 - Cocoa shells,husks,skins and waste","0819","1","5",
"08193","08193 - Beet pulp,bagasse and such wastes","0819","1","5",
"08194","08194 - Wine lees; argol","0819","1","5",
"08199","08199 - Sweetened forage;prep.used in animal feeding","0819","1","5",
"0819X","0819X - Memorandum Item","0819","1","5",
"081X","081X - Memorandum Item","081","0","4",
"081XX","081XX - Memorandum Item","081X","1","5",
"08X","08X - Memorandum Item","08","0","3",
"08XX","08XX - Memorandum Item","08X","0","4",
"08XXX","08XXX - Memorandum Item","08XX","1","5",
"09","09 - Miscellaneous food preparations","0","0","2",
"091","091 - Margarine & shortening","09","0","3",
"0913","0913 - Lard & other rendered piq & poultry fat","091","1","4",
"0914","0914 - Margarine, imitn lard & preprd edible fats nes","091","0","4",
"09141","09141 - Margarine","0914","1","5",
"09142","09142 - Other prepared edible fats","0914","1","5",
"0914X","0914X - Memorandum Item","0914","1","5",
"091X","091X - Memorandum Item","091","0","4",
"091XX","091XX - Memorandum Item","091X","1","5",
"099","099 - Food preparations,nes","09","0","3",
"0990","0990 - Food preparations,n.e.s.","099","0","4",
"09901","09901 - Roasted coffee substitutes,etc.","0990","1","5",
"09902","09902 - Extracts,essences or conc.of tea or mate,etc.","0990","1","5",
"09903","09903 - Mustard flour and prepared mustard","0990","1","5",
"09904","09904 - Sauces;mixed seasonings","0990","1","5",
"09905","09905 - Soups and broths","0990","1","5",
"09906","09906 - Natural yeasts & prepared baking powders","0990","1","5",
"09907","09907 - Vinegar and substitudes for vinegar","0990","1","5",
"09909","09909 - Other miscellaneous food preparations","0990","1","5",
"0990X","0990X - Memorandum Item","0990","1","5",
"099X","099X - Memorandum Item","099","0","4",
"099XX","099XX - Memorandum Item","099X","1","5",
"09X","09X - Memorandum Item","09","0","3",
"09XX","09XX - Memorandum Item","09X","0","4",
"09XXX","09XXX - Memorandum Item","09XX","1","5",
"0X","0X - Memorandum Item","0","0","2",
"0XX","0XX - Memorandum Item","0X","0","3",
"0XXX","0XXX - Memorandum Item","0XX","0","4",
"0XXXX","0XXXX - Memorandum Item","0XXX","1","5",
"1","1 - Beverages and tobacco","TOTAL","0","1",
"11","11 - Beverages","1","0","2",
"111","111 - Non alcoholic beverages,nes","11","0","3",
"1110","1110 - Non alcoholic beverages,n.e.s.","111","0","4",
"11101","11101 - Waters(incl.spa waters);ice and snow","1110","1","5",
"11102","11102 - Lemonade & flav.waters,non alcoholic","1110","1","5",
"1110X","1110X - Memorandum Item","1110","1","5",
"111X","111X - Memorandum Item","111","0","4",
"111XX","111XX - Memorandum Item","111X","1","5",
"112","112 - Alcoholic beverages","11","0","3",
"1121","1121 - Wine of fresh grapes including grape must","112","0","4",
"11211","11211 - Grap must,in fermantation or with ferm.arrested","1121","1","5",
"11212","11212 - Wine of fresh grapes,grape must","1121","1","5",
"11213","11213 - Vermouths & other wines of fresh grapes","1121","1","5",
"1121X","1121X - Memorandum Item","1121","1","5",
"1122","1122 - Cider & fermented beverages,nes","112","1","4",
"1123","1123 - Beer including ale,stout,porter","112","1","4",
"1124","1124 - Distilled alcoholic beverages","112","1","4",
"112X","112X - Memorandum Item","112","0","4",
"112XX","112XX - Memorandum Item","112X","1","5",
"11X","11X - Memorandum Item","11","0","3",
"11XX","11XX - Memorandum Item","11X","0","4",
"11XXX","11XXX - Memorandum Item","11XX","1","5",
"12","12 - Tobacco and tobacco manufactures","1","0","2",
"121","121 - Tobacco, unmanufactured","12","0","3",
"1210","1210 - Tobacco,unmanufactured & scrap","121","1","4",
"121X","121X - Memorandum Item","121","0","4",
"121XX","121XX - Memorandum Item","121X","1","5",
"122","122 - Tobacco manufactures","12","0","3",
"1221","1221 - Cigars & cheroots","122","1","4",
"1222","1222 - Cigarettes","122","1","4",
"1223","1223 - Tobacco,manufactured for smoking,chewing snuff","122","1","4",
"122X","122X - Memorandum Item","122","0","4",
"122XX","122XX - Memorandum Item","122X","1","5",
"12X","12X - Memorandum Item","12","0","3",
"12XX","12XX - Memorandum Item","12X","0","4",
"12XXX","12XXX - Memorandum Item","12XX","1","5",
"1X","1X - Memorandum Item","1","0","2",
"1XX","1XX - Memorandum Item","1X","0","3",
"1XXX","1XXX - Memorandum Item","1XX","0","4",
"1XXXX","1XXXX - Memorandum Item","1XXX","1","5",
"2","2 - Crude materials, inedible, except fuels","TOTAL","0","1",
"21","21 - Hides, skins and fur skins, undressed","2","0","2",
"211","211 - Hides & skins, exc.fur skins undressed","21","0","3",
"2111","2111 - Bovine & equine hides excl. Calf & kip skins","211","1","4",
"2112","2112 - Calf skins and kip skins","211","1","4",
"2114","2114 - Goat skins and kid skins","211","1","4",
"2116","2116 - Sheep and lamb skins, with the wool on","211","1","4",
"2117","2117 - Sheep and lamb skins, without the wool","211","1","4",
"2118","2118 - Waste & used leather","211","1","4",
"2119","2119 - Hides & skins,nes","211","1","4",
"211X","211X - Memorandum Item","211","0","4",
"211XX","211XX - Memorandum Item","211X","1","5",
"212","212 - Fur skins, undressed","21","0","3",
"2120","2120 - Fur skins,undressed","212","1","4",
"212X","212X - Memorandum Item","212","0","4",
"212XX","212XX - Memorandum Item","212X","1","5",
"21X","21X - Memorandum Item","21","0","3",
"21XX","21XX - Memorandum Item","21X","0","4",
"21XXX","21XXX - Memorandum Item","21XX","1","5",
"22","22 - Oil seeds, oil nuts and oil kernels","2","0","2",
"221","221 - Oil seeds, oil nuts and oil kernels","22","0","3",
"2211","2211 - Groundnuts peanuts green, ex.flour and meal","221","1","4",
"2212","2212 - Copra, ex.flour and meal","221","1","4",
"2213","2213 - Palm nuts & kernels","221","1","4",
"2214","2214 - Soya beans","221","1","4",
"2215","2215 - Linseed","221","1","4",
"2216","2216 - Cotton seed","221","1","4",
"2217","2217 - Castor oil seed","221","1","4",
"2218","2218 - Oil seeds,oil nuts & oil kernels,nes","221","1","4",
"2219","2219 - Flour & meal of oil seeds,nuts,kernels, fat","221","1","4",
"221X","221X - Memorandum Item","221","0","4",
"221XX","221XX - Memorandum Item","221X","1","5",
"22X","22X - Memorandum Item","22","0","3",
"22XX","22XX - Memorandum Item","22X","0","4",
"22XXX","22XXX - Memorandum Item","22XX","1","5",
"23","23 - Crude rubber including synthetic and reclaimed","2","0","2",
"231","231 - Crude rubber incl.synthetic & reclaimed","23","0","3",
"2311","2311 - Natural rubber and similar natural gums","231","1","4",
"2312","2312 - Synthetic rubber and rubber substitutes","231","1","4",
"2313","2313 - Reclaimed rubber","231","1","4",
"2314","2314 - Waste & scrap of unhardened rubber","231","1","4",
"231X","231X - Memorandum Item","231","0","4",
"231XX","231XX - Memorandum Item","231X","1","5",
"23X","23X - Memorandum Item","23","0","3",
"23XX","23XX - Memorandum Item","23X","0","4",
"23XXX","23XXX - Memorandum Item","23XX","1","5",
"24","24 - Wood, lumber and cork","2","0","2",
"241","241 - Fuel wood & charcoal","24","0","3",
"2411","2411 - Fuel wood & wood waste","241","1","4",
"2412","2412 - Wood charcoal","241","1","4",
"241X","241X - Memorandum Item","241","0","4",
"241XX","241XX - Memorandum Item","241X","1","5",
"242","242 - Wood in the rough or roughly squared","24","0","3",
"2421","2421 - Pulpwood, including broadleaved","242","1","4",
"2422","2422 - Sawlogs and veneer logs  conifer","242","0","4",
"24221","24221 - Sawlogs & veneer logs,in the rough conifer","2422","1","5",
"24222","24222 - Sawlogs & veneer logs,rougly squared conifer","2422","1","5",
"2422X","2422X - Memorandum Item","2422","1","5",
"2423","2423 - Sawlogs and veneer logs  non conifer","242","0","4",
"24231","24231 - Sawlogs & veneer logs,in the rough non conifer","2423","1","5",
"24232","24232 - Sawlogs & veneer logs,rougly squared non conife","2423","1","5",
"2423X","2423X - Memorandum Item","2423","1","5",
"2424","2424 - Pitprops","242","1","4",
"2429","2429 - Poles,piling,posts & other wood in the rough.","242","1","4",
"242X","242X - Memorandum Item","242","0","4",
"242XX","242XX - Memorandum Item","242X","1","5",
"243","243 - Wood,shaped or simply worked","24","0","3",
"2431","2431 - Railway sleepers ties","243","1","4",
"2432","2432 - Lumber, sawn, planed, etc.  Conifer","243","0","4",
"24321","24321 - Lumber,sawn lengthwise,etc.conifer","2432","1","5",
"24322","24322 - Lumber,planed,tongued,grooved,etc. Conifer","2432","1","5",
"2432X","2432X - Memorandum Item","2432","1","5",
"2433","2433 - Lumber, sawn, planed, etc.  Non conifer","243","0","4",
"24331","24331 - Lumber,sawn lengthwise,etc.non conifer","2433","1","5",
"24332","24332 - Lumber,planed,tongued,grooved,etc.,non conifer","2433","1","5",
"2433X","2433X - Memorandum Item","2433","1","5",
"243X","243X - Memorandum Item","243","0","4",
"243XX","243XX - Memorandum Item","243X","1","5",
"244","244 - Cork, raw and waste","24","0","3",
"2440","2440 - Cork,raw & waste","244","0","4",
